RT,acc,Cond,c.resp,qs,SubjNum
2.44,1,AB,1,<=.3,7
5.39,1,AB,2,>.3-<=.7,7
6.27,1,AB,1,>.3-<=.7,7
2.62,1,AB,1,<=.3,7
4.61,1,AB,2,>.3-<=.7,7
3.32,1,AB,2,<=.3,7
4.51,0,AB,2,>.3-<=.7,7
9.23,0,AB,1,<.7-1.0,7
3.04,1,AB,2,<=.3,7
6.72,1,AB,2,<.7-1.0,7
7.46,1,AB,1,<.7-1.0,7
6.35,1,AB,1,>.3-<=.7,7
1.92,1,AB,1,<=.3,7
3.59,1,AB,2,>.3-<=.7,7
3.22,1,AB,1,<=.3,7
6.49,0,AB,1,<.7-1.0,7
3.61,1,AB,1,>.3-<=.7,7
1.88,1,AB,2,<=.3,7
4.37,1,AB,2,>.3-<=.7,7
4.05,1,AB,1,>.3-<=.7,7
2.31,0,AB,2,<=.3,7
5.2,0,AB,2,>.3-<=.7,7
7.99,1,AB,2,<.7-1.0,7
2.57,1,AB,1,<=.3,7
7.22,1,AB,1,<.7-1.0,7
3.48,1,AB,2,>.3-<=.7,7
10.84,1,AB,2,<.7-1.0,7
7.24,1,AB,1,<.7-1.0,7
1.73,1,AB,2,<=.3,7
3.64,1,AB,1,>.3-<=.7,7
2.81,1,AA,2,<=.3,7
6.81,1,AA,2,>.3-<=.7,7
2.97,1,AA,1,<=.3,7
17.71,0,AA,1,<.7-1.0,7
7.28,1,AA,2,<.7-1.0,7
3.22,1,AA,2,<=.3,7
5.87,1,AA,1,>.3-<=.7,7
12.54,1,AA,1,<.7-1.0,7
2.99,1,AA,1,<=.3,7
6.53,0,AA,2,>.3-<=.7,7
3.98,1,AA,2,>.3-<=.7,7
3.64,1,AA,1,>.3-<=.7,7
2.73,1,AA,1,<=.3,7
5.94,1,AA,2,>.3-<=.7,7
6.87,0,AA,2,<.7-1.0,7
8.19,1,AA,2,<.7-1.0,7
9.81,1,AA,2,<.7-1.0,7
6.91,1,AA,2,<.7-1.0,7
4.73,1,AA,1,>.3-<=.7,7
5.05,0,AA,1,>.3-<=.7,7
8.05,1,AA,1,<.7-1.0,7
3.1,1,AA,2,<=.3,7
3.54,1,AA,1,<=.3,7
6.57,1,AA,2,>.3-<=.7,7
3.78,1,AA,1,>.3-<=.7,7
2.35,1,AA,1,<=.3,7
10,1,AA,1,<.7-1.0,7
1.83,1,AA,2,<=.3,7
5.5,0,AA,2,>.3-<=.7,7
9.53,0,AA,1,<.7-1.0,7
2.92,1,AA,1,<=.3,7
4.02,0,AA,2,>.3-<=.7,7
4.79,1,AB,1,>.3-<=.7,9
4.6,1,AB,1,>.3-<=.7,9
8.79,1,AB,2,<.7-1.0,9
15.41,0,AB,1,<.7-1.0,9
2.12,1,AB,2,<=.3,9
3.02,0,AB,1,<=.3,9
1.94,0,AB,2,<=.3,9
1.82,0,AB,1,<=.3,9
27.68,1,AB,1,<.7-1.0,9
3.9,1,AB,1,<=.3,9
1.9,0,AB,1,<=.3,9
4.64,1,AB,2,>.3-<=.7,9
10.52,1,AB,2,<.7-1.0,9
10.2,0,AB,1,<.7-1.0,9
4.56,0,AB,2,>.3-<=.7,9
5.54,1,AB,2,>.3-<=.7,9
8.69,1,AB,1,>.3-<=.7,9
6.1,1,AB,2,>.3-<=.7,9
8.09,1,AB,1,>.3-<=.7,9
4.13,1,AB,1,<=.3,9
7.57,1,AB,2,>.3-<=.7,9
17.3,1,AB,2,<.7-1.0,9
8.72,0,AB,1,<.7-1.0,9
19.04,1,AB,2,<.7-1.0,9
5.26,1,AB,1,>.3-<=.7,9
8.4,1,AB,2,>.3-<=.7,9
9.55,1,AB,2,<.7-1.0,9
1.94,0,AB,2,<=.3,9
19.62,0,AB,1,<.7-1.0,9
4.78,1,AB,1,>.3-<=.7,9
4.09,1,AB,2,<=.3,9
2.89,0,AB,2,<=.3,9
2.04,1,AA,1,<=.3,9
2.85,1,AA,1,<=.3,9
4.91,1,AA,2,<=.3,9
7.09,1,AA,1,>.3-<=.7,9
3.73,1,AA,2,<=.3,9
1.58,1,AA,1,<=.3,9
2.61,1,AA,1,<=.3,9
28.7,1,AA,1,<.7-1.0,9
22.18,1,AA,2,<.7-1.0,9
5.49,1,AA,2,>.3-<=.7,9
3.07,1,AA,1,<=.3,9
34.98,1,AA,2,<.7-1.0,9
14.14,1,AA,2,<.7-1.0,9
2.08,1,AA,1,<=.3,9
12.76,1,AA,1,>.3-<=.7,9
6.12,1,AA,2,>.3-<=.7,9
5.51,1,AA,1,>.3-<=.7,9
5.19,1,AA,1,>.3-<=.7,9
7.1,0,AA,2,>.3-<=.7,9
15.02,1,AA,2,<.7-1.0,9
7.78,1,AA,2,>.3-<=.7,9
2.18,1,AA,2,<=.3,9
25.02,0,AA,1,<.7-1.0,9
16.46,0,AA,1,<.7-1.0,9
21.82,0,AA,2,<.7-1.0,9
2.19,1,AA,1,<=.3,9
19.05,1,AA,1,<.7-1.0,9
17.6,1,AA,2,<.7-1.0,9
8.73,0,AA,2,>.3-<=.7,9
8.8,0,AA,2,>.3-<=.7,9
5.46,1,AA,1,>.3-<=.7,9
7.21,0,AA,2,>.3-<=.7,9
