SubjNum,RT,acc,Cond,c.resp,qs
37,2.77,1,AA,2,<.7-1.0
37,2.91,1,AA,2,<.7-1.0
37,3,0,AA,1,<.7-1.0
37,2.58,1,AA,1,>.3-<=.7
38,3.2,0,AB,2,<.7-1.0
38,1.09,0,AB,2,<=.3
38,2.13,1,AB,1,>.3-<=.7
38,3.28,1,AB,1,<.7-1.0
38,3.28,1,AB,2,<.7-1.0
38,2.26,1,AB,1,>.3-<=.7
38,3.95,1,AB,1,<.7-1.0
38,1.45,1,AB,1,<=.3
38,2.07,0,AB,2,>.3-<=.7
38,1,1,AB,2,<=.3
38,2.5,0,AB,2,>.3-<=.7
38,2.12,1,AB,2,>.3-<=.7
38,3.96,0,AB,1,<.7-1.0
38,1.54,1,AB,2,<=.3
38,1.4,0,AB,1,<=.3
38,2.88,1,AB,1,>.3-<=.7
38,2.34,1,AA,2,>.3-<=.7
38,1.7,1,AA,2,>.3-<=.7
38,4.09,0,AA,1,<.7-1.0
38,2.66,1,AA,1,>.3-<=.7
38,2,1,AA,2,>.3-<=.7
38,1.45,1,AA,1,<=.3
38,3.07,0,AA,1,<.7-1.0
38,2.63,1,AA,2,>.3-<=.7
38,1.24,1,AA,1,<=.3
38,2.44,1,AA,2,>.3-<=.7
38,3.67,1,AA,1,<.7-1.0
38,1.35,1,AA,2,<=.3
38,1.69,1,AA,2,<=.3
38,1.59,1,AA,1,<=.3
38,3.03,1,AA,1,<.7-1.0
38,3.14,1,AA,2,<.7-1.0
4,4.68,0,AB,1,<.7-1.0
4,5.01,1,AB,1,<.7-1.0
4,4.7,1,AB,1,<.7-1.0
4,2.9,0,AB,2,<=.3
4,2.78,0,AB,2,<=.3
4,3.16,1,AB,2,>.3-<=.7
4,3.59,1,AB,1,>.3-<=.7
4,3.01,0,AB,1,<=.3
4,3.27,1,AB,1,>.3-<=.7
4,4.05,0,AB,2,<.7-1.0
4,2.8,1,AB,1,<=.3
4,3.44,0,AB,2,>.3-<=.7
4,3.52,1,AB,2,>.3-<=.7
4,3.35,1,AB,2,>.3-<=.7
4,2.31,1,AB,1,<=.3
4,3.59,1,AB,2,>.3-<=.7
4,4.34,1,AA,1,<.7-1.0
4,3.29,0,AA,1,<.7-1.0
4,3.22,1,AA,2,>.3-<=.7
4,2.32,1,AA,2,<=.3
4,2.22,1,AA,1,<=.3
4,2.93,1,AA,1,>.3-<=.7
4,3.4,1,AA,2,<.7-1.0
4,3.32,1,AA,2,<.7-1.0
4,2.46,1,AA,1,<=.3
4,1.93,1,AA,1,<=.3
4,1.99,1,AA,1,<=.3
4,2.9,1,AA,2,>.3-<=.7
4,3.15,1,AA,2,>.3-<=.7
4,3.82,1,AA,2,<.7-1.0
4,2.78,1,AA,1,>.3-<=.7
40,2.53,0,AB,2,>.3-<=.7
40,1.73,1,AB,1,<=.3
40,2.09,1,AB,2,<=.3
40,5.98,0,AB,1,<.7-1.0
40,1.96,1,AB,1,<=.3
40,5.43,1,AB,2,<.7-1.0
40,2.78,0,AB,2,>.3-<=.7
40,4.42,0,AB,1,<.7-1.0
40,2.2,1,AB,1,>.3-<=.7
40,4.57,0,AB,2,<.7-1.0
40,1.61,1,AB,1,<=.3
40,2.92,1,AB,2,>.3-<=.7
40,3.39,1,AB,1,>.3-<=.7
40,1.06,0,AB,2,<=.3
40,4.26,1,AB,2,<.7-1.0
40,3.18,0,AA,2,>.3-<=.7
40,5.78,1,AA,2,<.7-1.0
40,3.5,1,AA,2,>.3-<=.7
40,2.58,1,AA,2,<=.3
40,1.71,1,AA,2,<=.3
40,4.58,0,AA,1,<.7-1.0
40,4.37,1,AA,1,<.7-1.0
40,2.47,1,AA,1,<=.3
40,2.91,1,AA,2,>.3-<=.7
40,3.49,0,AA,2,>.3-<=.7
40,3.69,1,AA,1,<.7-1.0
40,2.16,1,AA,1,<=.3
40,3.52,1,AA,1,>.3-<=.7
40,3.52,1,AA,1,>.3-<=.7
40,2.66,0,AA,2,<=.3
41,4.28,1,AB,1,<.7-1.0
41,2.96,1,AB,2,<.7-1.0
41,2.38,1,AB,2,>.3-<=.7
41,2.92,0,AB,2,>.3-<=.7
41,4.94,1,AB,2,<.7-1.0
41,2.14,1,AB,1,<=.3
41,2.07,1,AB,1,<=.3
41,2.87,1,AB,1,>.3-<=.7
41,1.81,0,AB,1,<=.3
41,2.86,1,AB,1,>.3-<=.7
41,3.14,1,AB,2,<.7-1.0
41,2.06,1,AB,2,<=.3
41,2.38,1,AB,2,>.3-<=.7
41,1.68,1,AB,2,<=.3
41,2.39,1,AB,1,>.3-<=.7
41,3.37,0,AB,1,<.7-1.0
41,2.34,1,AA,1,<=.3
41,3.04,1,AA,2,>.3-<=.7
41,2.98,1,AA,1,>.3-<=.7
41,2.8,0,AA,2,>.3-<=.7
41,2.9,0,AA,1,>.3-<=.7
41,1.39,1,AA,1,<=.3
41,4.06,1,AA,2,<.7-1.0
41,2.45,0,AA,2,<=.3
41,2.71,1,AA,1,>.3-<=.7
41,4.8,0,AA,1,<.7-1.0
41,2.9,1,AA,1,>.3-<=.7
41,3.4,1,AA,2,<.7-1.0
41,3.45,1,AA,2,<.7-1.0
41,2.47,1,AA,2,<=.3
41,4.11,0,AA,2,<.7-1.0
41,1.77,1,AA,1,<=.3
42,3.56,0,AB,1,<.7-1.0
42,4.25,1,AB,2,<.7-1.0
42,2.42,0,AB,2,>.3-<=.7
42,1.66,1,AB,2,<=.3
42,1.97,1,AB,1,<=.3
42,2.27,1,AB,2,>.3-<=.7
42,2.26,1,AB,2,<=.3
42,2.39,1,AB,1,>.3-<=.7
42,2.32,1,AB,1,>.3-<=.7
42,3.06,1,AB,2,<.7-1.0
42,2.4,0,AB,2,>.3-<=.7
42,2.8,1,AB,1,<.7-1.0
42,2.52,1,AB,2,<.7-1.0
42,1.91,1,AB,1,<=.3
42,2.11,0,AB,1,<=.3
42,2.9,1,AA,2,<.7-1.0
42,3.49,1,AA,1,<.7-1.0
42,3.15,1,AA,1,<.7-1.0
42,2.83,1,AA,1,<.7-1.0
42,1.65,1,AA,1,<=.3
42,2.71,1,AA,2,>.3-<=.7
42,2.03,0,AA,2,<=.3
42,2.48,0,AA,1,>.3-<=.7
42,2.42,1,AA,2,>.3-<=.7
42,3.03,1,AA,2,<.7-1.0
42,2.19,1,AA,2,>.3-<=.7
42,2.12,1,AA,1,>.3-<=.7
42,1.72,0,AA,1,<=.3
42,1.43,1,AA,1,<=.3
42,1.29,1,AA,2,<=.3
42,2.32,0,AA,2,>.3-<=.7
43,3.97,1,AB,1,>.3-<=.7
43,2.64,1,AB,2,>.3-<=.7
43,5.58,1,AB,2,<.7-1.0
43,3.35,0,AB,2,>.3-<=.7
43,2.71,0,AB,1,>.3-<=.7
43,3.64,1,AB,1,>.3-<=.7
43,2.18,0,AB,2,<=.3
43,2.13,1,AB,1,<=.3
43,3.08,1,AB,1,>.3-<=.7
43,4.45,1,AB,1,<.7-1.0
43,3.97,1,AB,2,>.3-<=.7
43,1.93,0,AB,2,<=.3
43,4.05,0,AB,1,<.7-1.0
43,1.78,1,AB,2,<=.3
43,4.92,0,AA,1,<.7-1.0
43,2.34,1,AA,2,<=.3
43,3.59,1,AA,2,>.3-<=.7
43,4.58,1,AA,1,<.7-1.0
43,4.38,1,AA,1,<.7-1.0
43,3.71,1,AA,2,>.3-<=.7
43,4.2,0,AA,2,>.3-<=.7
43,4.75,0,AA,2,<.7-1.0
43,3.57,1,AA,1,>.3-<=.7
43,3.43,1,AA,2,>.3-<=.7
43,5.7,1,AA,1,<.7-1.0
43,2.23,1,AA,1,<=.3
43,2.4,1,AA,2,<=.3
43,3.21,1,AA,1,>.3-<=.7
43,3.03,1,AA,1,<=.3
43,2.45,1,AA,2,<=.3
44,3.29,0,AB,2,<.7-1.0
44,2.03,1,AB,1,>.3-<=.7
44,2.44,0,AB,2,>.3-<=.7
44,2.29,1,AB,1,>.3-<=.7
44,3.99,1,AB,2,<.7-1.0
44,1.95,1,AB,2,<=.3
44,1.93,1,AB,2,<=.3
44,5.6,1,AB,1,<.7-1.0
44,2.34,1,AB,2,>.3-<=.7
44,1.4,0,AB,2,<=.3
44,2.06,1,AB,1,>.3-<=.7
44,1.76,0,AB,2,<=.3
44,2.89,0,AB,1,>.3-<=.7
44,3.52,1,AB,1,<.7-1.0
44,3.62,1,AB,1,<.7-1.0
44,1.64,1,AB,1,<=.3
44,3.18,1,AA,2,>.3-<=.7
44,5.48,1,AA,2,<.7-1.0
44,1.37,1,AA,1,<=.3
44,3.24,1,AA,1,>.3-<=.7
44,2.65,1,AA,2,>.3-<=.7
44,2.62,1,AA,1,<=.3
44,3.29,1,AA,2,>.3-<=.7
44,3.69,0,AA,1,<.7-1.0
44,5.13,1,AA,1,<.7-1.0
44,2.23,0,AA,1,<=.3
44,2.37,1,AA,2,<=.3
44,2.16,1,AA,2,<=.3
44,3.74,0,AA,2,<.7-1.0
44,2.71,1,AA,1,>.3-<=.7
44,3.55,0,AA,1,<.7-1.0
45,3.68,1,AB,1,<.7-1.0
45,3.21,1,AB,1,<.7-1.0
45,2.31,1,AB,2,<=.3
45,2.41,0,AB,1,>.3-<=.7
45,2.68,1,AB,2,>.3-<=.7
45,2.41,1,AB,1,>.3-<=.7
45,2.88,1,AB,1,<.7-1.0
45,2.85,1,AB,2,<.7-1.0
45,2.48,1,AB,2,>.3-<=.7
45,2.78,1,AB,2,>.3-<=.7
45,2.31,1,AB,1,<=.3
45,2.17,1,AB,2,<=.3
45,2.63,1,AB,2,>.3-<=.7
45,3.39,1,AB,1,<.7-1.0
45,2.1,1,AB,2,<=.3
45,2.26,1,AB,1,<=.3
45,1.24,1,AA,2,<=.3
45,2.35,1,AA,1,>.3-<=.7
45,2.25,1,AA,2,>.3-<=.7
45,1.82,1,AA,2,<=.3
45,2.9,1,AA,2,<.7-1.0
45,2.4,0,AA,2,>.3-<=.7
45,1.99,1,AA,1,<=.3
45,2.97,1,AA,2,<.7-1.0
45,2.13,1,AA,2,>.3-<=.7
45,2.04,1,AA,1,<=.3
45,2.47,1,AA,1,>.3-<=.7
45,2.05,1,AA,2,<=.3
45,2.57,1,AA,1,<.7-1.0
45,2.59,0,AA,1,<.7-1.0
45,2.54,1,AA,1,<.7-1.0
46,5.15,1,AB,2,<.7-1.0
46,2.83,1,AB,2,>.3-<=.7
46,2.32,1,AB,2,>.3-<=.7
46,3.3,0,AB,2,>.3-<=.7
46,2.16,1,AB,1,>.3-<=.7
46,4.29,1,AB,1,<.7-1.0
46,2.14,1,AB,2,<=.3
46,3.81,1,AB,2,<.7-1.0
46,1.72,1,AB,1,<=.3
46,2.15,1,AB,2,<=.3
46,2.5,0,AB,1,>.3-<=.7
46,2.14,1,AB,1,<=.3
46,4.25,1,AB,2,<.7-1.0
46,2.29,1,AB,1,>.3-<=.7
46,3.47,0,AB,1,<.7-1.0
46,2.14,1,AB,1,<=.3
46,4.94,1,AA,2,<.7-1.0
46,3.07,1,AA,2,>.3-<=.7
46,2.83,1,AA,1,>.3-<=.7
46,4.61,0,AA,2,<.7-1.0
46,2.77,1,AA,1,<=.3
46,3.21,1,AA,2,>.3-<=.7
46,3.63,1,AA,1,>.3-<=.7
46,1.91,1,AA,1,<=.3
46,4.64,0,AA,2,<.7-1.0
46,2.85,1,AA,1,>.3-<=.7
46,2.22,1,AA,1,<=.3
46,1.79,1,AA,2,<=.3
46,4.75,0,AA,1,<.7-1.0
46,3.9,1,AA,2,<.7-1.0
46,2.7,1,AA,1,<=.3
49,2.27,1,AB,2,<=.3
49,4.28,1,AB,1,<.7-1.0
49,4.39,1,AB,2,<.7-1.0
49,2.67,1,AB,2,<=.3
49,3.68,1,AB,1,>.3-<=.7
49,4.34,0,AB,2,<.7-1.0
49,4.61,1,AB,1,<.7-1.0
49,4.28,1,AB,1,<.7-1.0
49,3.05,1,AB,2,>.3-<=.7
49,4.05,0,AB,2,>.3-<=.7
49,2.85,0,AB,1,<=.3
49,4.1,0,AB,2,>.3-<=.7
49,2.9,1,AB,1,>.3-<=.7
49,2.51,0,AB,1,<=.3
49,2.14,1,AB,2,<=.3
49,2.85,1,AB,1,<=.3
49,4.13,1,AA,2,>.3-<=.7
49,4.5,1,AA,2,<.7-1.0
49,3.93,1,AA,1,>.3-<=.7
49,4.16,1,AA,2,>.3-<=.7
49,4.73,0,AA,2,<.7-1.0
49,2.21,1,AA,2,<=.3
49,4,1,AA,1,>.3-<=.7
49,4.4,1,AA,2,>.3-<=.7
49,4.06,1,AA,1,>.3-<=.7
49,4.43,0,AA,1,<.7-1.0
49,4.46,1,AA,1,<.7-1.0
49,3.31,0,AA,2,<=.3
49,2.45,1,AA,1,<=.3
49,3.14,1,AA,1,<=.3
49,3.92,1,AA,1,<=.3
49,4.63,0,AA,2,<.7-1.0
51,2.44,1,AB,1,>.3-<=.7
51,1.51,1,AB,1,<=.3
51,1.89,1,AB,1,<=.3
51,1.28,1,AB,2,<=.3
51,1.9,0,AB,2,>.3-<=.7
51,1.55,0,AB,1,<=.3
51,2.31,0,AB,1,>.3-<=.7
51,4,0,AB,2,<.7-1.0
51,2.91,1,AB,1,<.7-1.0
51,1.88,1,AB,1,<=.3
51,2.03,1,AB,2,>.3-<=.7
51,2.14,1,AB,2,>.3-<=.7
51,2.99,1,AB,2,<.7-1.0
51,2.52,0,AB,2,>.3-<=.7
51,2.59,1,AB,1,<.7-1.0
51,2.53,1,AB,2,<.7-1.0
51,2.7,1,AA,2,>.3-<=.7
51,1.5,1,AA,1,<=.3
51,1.5,1,AA,2,<=.3
51,2.62,1,AA,1,>.3-<=.7
51,1.88,0,AA,2,<=.3
51,1.91,1,AA,1,<=.3
51,3.91,0,AA,1,<.7-1.0
51,2.94,0,AA,2,>.3-<=.7
51,2.92,0,AA,2,>.3-<=.7
51,3.08,1,AA,1,<.7-1.0
51,3.55,1,AA,2,<.7-1.0
51,3.49,1,AA,2,<.7-1.0
51,3.61,1,AA,1,<.7-1.0
51,2.74,1,AA,1,>.3-<=.7
51,2.77,1,AA,1,>.3-<=.7
51,2.24,1,AA,2,<=.3
52,1.18,1,AB,1,<=.3
52,1.9,0,AB,2,>.3-<=.7
52,1.87,0,AB,2,>.3-<=.7
52,1.55,1,AB,1,<=.3
52,2.35,1,AB,2,<.7-1.0
52,1.44,1,AB,2,<=.3
52,2.11,0,AB,2,<.7-1.0
52,1.58,1,AB,1,<=.3
52,1.83,1,AB,2,>.3-<=.7
52,2.16,1,AB,2,<.7-1.0
52,1.67,1,AB,1,>.3-<=.7
52,2.16,1,AB,1,<.7-1.0
52,2.59,0,AB,2,<.7-1.0
52,1.88,0,AB,1,>.3-<=.7
52,1.08,1,AB,1,<=.3
52,2.15,1,AA,1,<.7-1.0
52,1.26,1,AA,1,<=.3
52,1.31,1,AA,1,<=.3
52,1.6,1,AA,2,>.3-<=.7
52,1.87,1,AA,2,>.3-<=.7
52,1.38,1,AA,1,>.3-<=.7
52,1.91,0,AA,1,<.7-1.0
52,1.58,1,AA,2,>.3-<=.7
52,1.3,1,AA,2,<=.3
52,1.62,1,AA,1,>.3-<=.7
52,1.35,1,AA,2,<=.3
52,1.16,1,AA,1,<=.3
52,2.06,1,AA,1,<.7-1.0
52,2.12,0,AA,2,<.7-1.0
52,1.37,1,AA,2,>.3-<=.7
52,2.01,1,AA,2,<.7-1.0
53,4.43,1,AB,1,<.7-1.0
53,3.99,1,AB,2,<.7-1.0
53,1.82,0,AB,1,<=.3
53,2.08,1,AB,1,>.3-<=.7
53,2.54,1,AB,2,>.3-<=.7
53,2.7,0,AB,1,>.3-<=.7
53,2.6,1,AB,1,>.3-<=.7
53,1.92,0,AB,2,<=.3
53,3.19,1,AB,2,<.7-1.0
53,2.28,1,AB,2,>.3-<=.7
53,2.07,1,AB,1,<=.3
53,1.48,1,AB,1,<=.3
53,1.88,1,AB,2,<=.3
53,3.48,1,AB,2,<.7-1.0
53,2.49,1,AB,2,>.3-<=.7
53,3.22,1,AB,1,<.7-1.0
53,2.59,1,AA,2,<=.3
53,3.29,1,AA,2,>.3-<=.7
53,3.84,0,AA,2,<.7-1.0
53,4.74,0,AA,2,<.7-1.0
53,1.92,1,AA,2,<=.3
53,4.18,1,AA,2,<.7-1.0
53,3.02,1,AA,1,<=.3
53,3.53,1,AA,1,>.3-<=.7
53,4.8,0,AA,2,<.7-1.0
53,4.08,1,AA,1,<.7-1.0
53,3.11,0,AA,1,>.3-<=.7
53,2.45,1,AA,1,<=.3
53,3.33,1,AA,1,>.3-<=.7
53,2.44,1,AA,2,<=.3
53,3.05,1,AA,1,>.3-<=.7
54,3.47,1,AB,2,>.3-<=.7
54,2.93,1,AB,2,>.3-<=.7
54,1.5,1,AB,2,<=.3
54,3.51,0,AB,1,<.7-1.0
54,4.1,1,AB,2,<.7-1.0
54,2.15,1,AB,1,<=.3
54,3.03,1,AB,2,>.3-<=.7
54,1.59,1,AB,1,<=.3
54,1.03,1,AB,1,<=.3
54,2.16,0,AB,1,<=.3
54,4.19,0,AB,2,<.7-1.0
54,3.25,0,AB,1,>.3-<=.7
54,3.65,0,AB,2,<.7-1.0
54,3.31,1,AB,1,>.3-<=.7
54,2.48,0,AB,1,>.3-<=.7
54,4.36,1,AB,2,<.7-1.0
54,3.25,1,AA,2,>.3-<=.7
54,3.33,0,AA,1,>.3-<=.7
54,3.69,0,AA,1,<.7-1.0
54,2.34,1,AA,2,<=.3
54,3.95,1,AA,1,<.7-1.0
54,2.95,1,AA,2,>.3-<=.7
54,3.94,0,AA,1,<.7-1.0
54,3.94,1,AA,1,<.7-1.0
54,2.66,1,AA,1,>.3-<=.7
54,3.44,0,AA,2,>.3-<=.7
54,1.73,1,AA,1,<=.3
54,1.82,1,AA,2,<=.3
54,2.44,1,AA,2,<=.3
54,3.04,1,AA,2,>.3-<=.7
54,2.01,1,AA,2,<=.3
54,3.75,0,AA,1,<.7-1.0
55,2.54,1,AB,1,<.7-1.0
55,1.32,1,AB,1,<=.3
55,1.18,1,AB,2,<=.3
55,2.03,1,AB,1,>.3-<=.7
55,1.28,0,AB,1,<=.3
55,2.77,1,AB,2,<.7-1.0
55,1.35,1,AB,2,>.3-<=.7
55,2.32,0,AB,2,<.7-1.0
55,1.79,1,AB,1,>.3-<=.7
55,1.04,0,AB,1,<=.3
55,2.55,0,AB,2,<.7-1.0
55,2.74,0,AB,2,<.7-1.0
55,1.37,1,AB,2,>.3-<=.7
55,2.14,0,AB,2,>.3-<=.7
55,0.8,1,AB,1,<=.3
55,1.91,1,AB,1,>.3-<=.7
55,1.1,1,AA,1,<=.3
55,2.05,0,AA,2,>.3-<=.7
55,1.54,1,AA,1,<=.3
55,1.28,1,AA,2,<=.3
55,1.96,1,AA,1,>.3-<=.7
55,1.86,1,AA,1,>.3-<=.7
55,1.55,1,AA,1,<=.3
55,3.88,1,AA,2,<.7-1.0
55,2.61,1,AA,2,<.7-1.0
55,1.55,0,AA,2,<=.3
55,2.82,1,AA,2,<.7-1.0
55,2.3,1,AA,1,<.7-1.0
55,1.79,1,AA,1,>.3-<=.7
55,1.64,1,AA,2,>.3-<=.7
55,1.78,1,AA,1,>.3-<=.7
55,3.06,1,AA,2,<.7-1.0
56,2.16,1,AB,2,<.7-1.0
56,5.17,1,AB,2,<.7-1.0
56,0.97,1,AB,1,<=.3
56,1.53,1,AB,1,<=.3
56,1.47,1,AB,1,<=.3
56,2.09,0,AB,1,<.7-1.0
56,1.61,1,AB,1,>.3-<=.7
56,1.42,1,AB,2,<=.3
56,1.4,1,AB,2,<=.3
56,1.6,1,AB,2,>.3-<=.7
56,1.83,1,AB,2,>.3-<=.7
56,1.79,1,AB,1,>.3-<=.7
56,1.75,1,AB,2,>.3-<=.7
56,2.99,1,AB,1,<.7-1.0
56,2.43,0,AB,2,<.7-1.0
56,1.63,1,AB,1,>.3-<=.7
56,4.31,1,AA,1,<.7-1.0
56,1.56,1,AA,2,<=.3
56,0.94,1,AA,1,<=.3
56,1.38,1,AA,1,<=.3
56,1.01,1,AA,1,<=.3
56,1.15,1,AA,2,<=.3
56,2.42,1,AA,2,>.3-<=.7
56,2.51,1,AA,1,<.7-1.0
56,2.63,1,AA,1,<.7-1.0
56,1.99,1,AA,1,>.3-<=.7
56,2.49,0,AA,2,<.7-1.0
56,2.39,1,AA,2,>.3-<=.7
56,2.5,1,AA,2,<.7-1.0
56,2,1,AA,2,>.3-<=.7
56,2.08,0,AA,2,>.3-<=.7
57,4.41,1,AB,1,>.3-<=.7
57,4.92,1,AB,1,<.7-1.0
57,5.22,1,AB,2,<.7-1.0
57,3.78,1,AB,2,>.3-<=.7
57,3.5,1,AB,2,>.3-<=.7
57,4.58,1,AB,1,<.7-1.0
57,2.2,1,AB,1,<=.3
57,2.57,1,AB,2,<=.3
57,4.96,1,AB,1,<.7-1.0
57,2.68,1,AB,1,<=.3
57,3,1,AB,2,<=.3
57,4.13,1,AB,1,>.3-<=.7
57,2.91,1,AB,2,<=.3
57,4.45,0,AB,2,<.7-1.0
57,3.4,1,AB,2,>.3-<=.7
57,4.08,1,AA,2,<.7-1.0
57,3.26,1,AA,2,>.3-<=.7
57,4.01,1,AA,1,<.7-1.0
57,4.85,1,AA,2,<.7-1.0
57,3.32,1,AA,2,<.7-1.0
57,3.3,1,AA,1,>.3-<=.7
57,2.74,1,AA,2,<=.3
57,2.85,1,AA,2,>.3-<=.7
57,2.35,1,AA,2,<=.3
57,3.07,1,AA,1,>.3-<=.7
57,2.64,1,AA,1,<=.3
57,3.07,1,AA,1,>.3-<=.7
57,2.09,1,AA,1,<=.3
57,2.09,1,AA,2,<=.3
57,4.09,1,AA,1,<.7-1.0
58,5.31,1,AB,2,<.7-1.0
58,4.17,1,AB,1,<.7-1.0
58,5.17,0,AB,2,<.7-1.0
58,1.53,0,AB,2,<=.3
58,1.34,0,AB,2,<=.3
58,1.33,0,AB,2,<=.3
58,2.01,1,AB,1,>.3-<=.7
58,3.79,1,AB,1,>.3-<=.7
58,2.91,1,AB,2,>.3-<=.7
58,3.43,1,AB,1,>.3-<=.7
58,3.84,1,AB,2,<.7-1.0
58,2.45,0,AB,1,>.3-<=.7
58,1.55,1,AB,1,<=.3
58,3.88,1,AB,1,<.7-1.0
58,1.98,1,AB,2,<=.3
58,4.66,1,AA,1,<.7-1.0
58,2.7,1,AA,1,>.3-<=.7
58,3.88,0,AA,2,<.7-1.0
58,1.75,1,AA,1,<=.3
58,2.56,1,AA,2,<=.3
58,2.87,0,AA,1,>.3-<=.7
58,2.59,0,AA,2,<=.3
58,3.25,0,AA,2,<.7-1.0
58,4.2,1,AA,2,<.7-1.0
58,2.16,1,AA,1,<=.3
58,3.4,1,AA,2,<.7-1.0
58,3.14,0,AA,1,>.3-<=.7
58,2.64,1,AA,2,>.3-<=.7
58,3.15,1,AA,1,>.3-<=.7
58,2.41,1,AA,2,<=.3
59,3.98,1,AB,2,<.7-1.0
59,2.79,0,AB,2,<.7-1.0
59,4.23,1,AB,1,<.7-1.0
59,1.75,1,AB,2,<=.3
59,1.66,1,AB,1,<=.3
59,1.47,1,AB,1,<=.3
59,3.33,0,AB,1,<.7-1.0
59,2.39,0,AB,2,>.3-<=.7
59,2.36,1,AB,1,>.3-<=.7
59,2.66,1,AB,1,>.3-<=.7
59,3.2,1,AB,2,<.7-1.0
59,2.2,1,AB,1,>.3-<=.7
59,1.55,0,AB,2,<=.3
59,2.05,1,AB,2,>.3-<=.7
59,1.48,1,AB,1,<=.3
59,2.37,1,AB,2,>.3-<=.7
59,2.33,0,AA,2,<=.3
59,3.11,1,AA,2,>.3-<=.7
59,5.08,1,AA,1,<.7-1.0
59,3.55,0,AA,1,>.3-<=.7
59,4.11,1,AA,2,>.3-<=.7
59,2.75,1,AA,2,<=.3
59,2.63,1,AA,1,<=.3
59,4.66,1,AA,1,<.7-1.0
59,2.82,1,AA,1,>.3-<=.7
59,4.19,1,AA,2,>.3-<=.7
59,2.54,1,AA,1,<=.3
59,4.3,0,AA,1,<.7-1.0
59,2.26,1,AA,2,<=.3
59,5.42,1,AA,2,<.7-1.0
59,5.93,1,AA,1,<.7-1.0
6,3.9,1,AB,2,<.7-1.0
6,2.31,1,AB,1,<=.3
6,3.06,1,AB,2,<=.3
6,3.5,1,AB,1,>.3-<=.7
6,4.03,0,AB,1,<.7-1.0
6,3.99,0,AB,1,<.7-1.0
6,3.47,1,AB,1,>.3-<=.7
6,3.1,1,AB,2,>.3-<=.7
6,2.82,1,AB,2,<=.3
6,3.16,1,AB,2,>.3-<=.7
6,2.23,1,AB,1,<=.3
6,4.52,1,AB,1,<.7-1.0
6,2.22,1,AB,1,<=.3
6,5.16,1,AB,2,<.7-1.0
6,3.59,1,AB,2,>.3-<=.7
6,4.45,1,AA,1,<.7-1.0
6,3.41,1,AA,2,<.7-1.0
6,1.9,1,AA,2,<=.3
6,2.64,1,AA,1,<=.3
6,2.35,0,AA,1,<=.3
6,3.28,0,AA,2,>.3-<=.7
6,3.62,1,AA,2,<.7-1.0
6,2.58,1,AA,2,<=.3
6,4.75,1,AA,2,<.7-1.0
6,2.85,1,AA,2,>.3-<=.7
6,2.94,1,AA,1,>.3-<=.7
6,3.86,1,AA,1,<.7-1.0
6,3.39,1,AA,2,>.3-<=.7
6,3.26,1,AA,1,>.3-<=.7
6,2.46,1,AA,1,<=.3
6,2.97,0,AA,1,>.3-<=.7
7,3.72,1,AB,2,<.7-1.0
7,1.79,1,AB,1,>.3-<=.7
7,1.94,1,AB,2,>.3-<=.7
7,1.31,1,AB,2,<=.3
7,4.68,0,AB,2,<.7-1.0
7,1.59,1,AB,2,<=.3
7,4.88,1,AB,2,<.7-1.0
7,1.5,1,AB,1,<=.3
7,1.75,1,AB,1,>.3-<=.7
7,1.5,1,AB,1,<=.3
7,2.5,0,AB,1,<.7-1.0
7,1.9,0,AB,1,>.3-<=.7
7,0.91,1,AB,1,<=.3
7,3.65,0,AB,2,<.7-1.0
7,1.78,1,AB,1,>.3-<=.7
7,2.3,0,AA,1,<=.3
7,4.55,1,AA,2,<.7-1.0
7,3.21,1,AA,1,<.7-1.0
7,2.64,1,AA,2,>.3-<=.7
7,2.37,1,AA,1,<=.3
7,3.34,1,AA,1,<.7-1.0
7,2.42,1,AA,2,>.3-<=.7
7,3.2,1,AA,2,<.7-1.0
7,2.01,1,AA,2,<=.3
7,2.85,0,AA,1,>.3-<=.7
7,3.98,0,AA,2,<.7-1.0
7,2.33,0,AA,1,<=.3
7,2.05,1,AA,1,<=.3
7,2.37,1,AA,2,<=.3
7,2.81,0,AA,2,>.3-<=.7
7,2.62,1,AA,1,>.3-<=.7
8,2.46,1,AB,1,>.3-<=.7
8,2.01,1,AB,2,<=.3
8,4.8,1,AB,1,<.7-1.0
8,4.42,1,AB,1,<.7-1.0
8,3.75,0,AB,1,<.7-1.0
8,1.7,1,AB,1,<=.3
8,2.13,1,AB,2,>.3-<=.7
8,1.88,0,AB,1,<=.3
8,1.88,1,AB,2,<=.3
8,1.76,1,AB,2,<=.3
8,2.52,1,AB,1,<.7-1.0
8,4.83,1,AB,1,<.7-1.0
8,2.14,1,AB,2,>.3-<=.7
8,2.34,1,AB,2,>.3-<=.7
8,2.4,1,AB,2,>.3-<=.7
8,2.35,1,AA,2,<=.3
8,4.45,0,AA,1,<.7-1.0
8,3.46,0,AA,2,>.3-<=.7
8,4.06,1,AA,2,<.7-1.0
8,4.93,1,AA,1,<.7-1.0
8,1.78,1,AA,1,<=.3
8,3.55,0,AA,1,>.3-<=.7
8,3.02,1,AA,2,>.3-<=.7
8,3.2,1,AA,1,>.3-<=.7
8,4.27,1,AA,1,<.7-1.0
8,2.48,1,AA,2,>.3-<=.7
8,2.26,1,AA,2,<=.3
8,4.05,0,AA,2,<.7-1.0
