SubjNum,RT,acc,Cond,c.resp,qs
8,2.47,1,AA,1,<=.3
8,2.57,1,AA,1,>.3-<=.7
8,1.61,1,AA,2,<=.3
9,1.68,1,AB,2,<=.3
9,1.9,1,AB,2,>.3-<=.7
9,2.15,1,AB,1,>.3-<=.7
9,1.44,1,AB,1,<=.3
9,2.58,1,AB,1,>.3-<=.7
9,1.29,1,AB,1,<=.3
9,4.11,1,AB,1,<.7-1.0
9,2.98,1,AB,1,<.7-1.0
9,1.99,1,AB,1,>.3-<=.7
9,3.03,1,AB,2,<.7-1.0
9,1.8,1,AB,2,<=.3
9,2.15,1,AB,1,>.3-<=.7
9,1.73,1,AB,2,<=.3
9,3.33,1,AB,2,<.7-1.0
9,5.12,0,AB,2,<.7-1.0
9,2.52,1,AA,2,>.3-<=.7
9,3.77,1,AA,1,<.7-1.0
9,2.64,1,AA,1,>.3-<=.7
9,1.99,1,AA,2,<=.3
9,2.8,1,AA,1,>.3-<=.7
9,3.59,1,AA,2,<.7-1.0
9,2.81,1,AA,1,>.3-<=.7
9,2.17,1,AA,2,<=.3
9,3.16,1,AA,1,<.7-1.0
9,1.98,1,AA,2,<=.3
9,2.42,1,AA,1,>.3-<=.7
9,3.25,1,AA,2,<.7-1.0
9,2.57,1,AA,1,>.3-<=.7
9,1.93,1,AA,2,<=.3
9,1.83,1,AA,1,<=.3
9,3.33,0,AA,2,<.7-1.0
