RT,acc,Cond,c.resp,qs,SubjNum
3.11,1,AB,1,>.3-<=.7,9
26.99,1,AB,2,<.7-1.0,9
4.52,1,AB,2,>.3-<=.7,9
2.74,1,AB,2,<=.3,9
3.13,0,AB,2,>.3-<=.7,9
11.17,1,AB,1,<.7-1.0,9
2.19,1,AB,1,<=.3,9
9.28,1,AB,2,<.7-1.0,9
4.18,1,AB,1,>.3-<=.7,9
4.21,1,AB,2,>.3-<=.7,9
2.64,1,AB,2,<=.3,9
6.2,1,AB,1,>.3-<=.7,9
7.32,1,AB,1,<.7-1.0,9
1.38,1,AA,1,<=.3,9
1.3,0,AA,2,<=.3,9
2.27,1,AA,2,>.3-<=.7,9
2.73,1,AA,2,>.3-<=.7,9
1.67,1,AA,1,<=.3,9
10.46,0,AA,1,<.7-1.0,9
3.22,1,AA,1,<.7-1.0,9
12.47,0,AA,1,<.7-1.0,9
5.73,1,AA,2,<.7-1.0,9
2.84,1,AA,2,>.3-<=.7,9
2.31,1,AA,1,>.3-<=.7,9
2.56,1,AA,2,>.3-<=.7,9
1.71,1,AA,2,<=.3,9
1.83,1,AA,1,<=.3,9
2.94,1,AA,2,>.3-<=.7,9
8.54,1,AA,1,<.7-1.0,9
13.26,1,AB,2,<.7-1.0,90
6.18,1,AB,1,>.3-<=.7,90
9.86,1,AB,2,<.7-1.0,90
5.06,1,AB,1,<=.3,90
4.39,1,AB,1,<=.3,90
6.97,1,AB,1,>.3-<=.7,90
3.91,1,AB,2,<=.3,90
7.87,1,AB,2,<.7-1.0,90
5.2,1,AB,2,>.3-<=.7,90
7.14,1,AB,2,>.3-<=.7,90
16.18,0,AB,1,<.7-1.0,90
5.45,1,AB,2,>.3-<=.7,90
4.77,1,AB,1,<=.3,90
8.84,1,AB,1,<.7-1.0,90
7.58,1,AB,2,>.3-<=.7,90
4.02,1,AB,1,<=.3,90
4.82,1,AA,1,>.3-<=.7,90
7.57,1,AA,2,<.7-1.0,90
6.05,1,AA,2,<.7-1.0,90
4.4,1,AA,1,<=.3,90
6.57,1,AA,1,<.7-1.0,90
2,1,AA,2,<=.3,90
5.39,0,AA,2,>.3-<=.7,90
13.68,1,AA,1,<.7-1.0,90
5.11,1,AA,1,>.3-<=.7,90
4.28,1,AA,1,<=.3,90
4.55,1,AA,1,>.3-<=.7,90
20.5,0,AA,2,<.7-1.0,90
3.24,1,AA,2,<=.3,90
4.46,1,AA,1,>.3-<=.7,90
3.58,0,AA,2,<=.3,90
5.73,0,AA,2,>.3-<=.7,90
11.85,1,AB,1,<.7-1.0,91
14.91,1,AB,2,<.7-1.0,91
4.19,1,AB,1,<=.3,91
4.67,1,AB,1,<=.3,91
5.14,1,AB,2,>.3-<=.7,91
29.65,0,AB,1,<.7-1.0,91
22.1,0,AB,1,<.7-1.0,91
10.25,1,AB,1,>.3-<=.7,91
20.97,0,AB,2,<.7-1.0,91
3.93,1,AB,1,<=.3,91
4.84,1,AB,2,>.3-<=.7,91
4.92,1,AB,2,>.3-<=.7,91
5.09,1,AB,2,>.3-<=.7,91
6.8,1,AB,2,>.3-<=.7,91
4.46,0,AB,2,<=.3,91
2.92,1,AB,1,<=.3,91
6.62,1,AA,2,>.3-<=.7,91
5.88,1,AA,2,<=.3,91
14.36,1,AA,1,<.7-1.0,91
15.48,1,AA,1,<.7-1.0,91
7.67,1,AA,1,>.3-<=.7,91
6.24,1,AA,2,<=.3,91
7.27,1,AA,1,>.3-<=.7,91
17.88,1,AA,2,<.7-1.0,91
6.01,1,AA,2,<=.3,91
10.94,1,AA,2,>.3-<=.7,91
12.45,0,AA,2,>.3-<=.7,91
13.95,1,AA,1,<.7-1.0,91
19.95,0,AA,1,<.7-1.0,91
13.41,1,AA,1,>.3-<=.7,91
5.49,1,AA,1,<=.3,91
4.95,1,AA,2,<=.3,91
6.03,0,AB,1,<=.3,92
7.51,1,AB,2,>.3-<=.7,92
12.78,1,AB,2,<.7-1.0,92
2.71,1,AB,1,<=.3,92
8.54,1,AB,1,>.3-<=.7,92
12.22,0,AB,2,<.7-1.0,92
6.57,0,AB,2,<=.3,92
6.69,1,AB,2,>.3-<=.7,92
26.47,0,AB,1,<.7-1.0,92
6.72,1,AB,2,>.3-<=.7,92
10.38,0,AB,1,>.3-<=.7,92
10.08,0,AB,2,>.3-<=.7,92
2.49,1,AB,1,<=.3,92
16.33,1,AB,2,<.7-1.0,92
11.84,0,AB,1,<.7-1.0,92
2.93,1,AB,1,<=.3,92
10.09,1,AA,2,<.7-1.0,92
9.98,1,AA,2,<.7-1.0,92
3.99,1,AA,1,<=.3,92
9.39,1,AA,2,>.3-<=.7,92
8.66,1,AA,1,>.3-<=.7,92
3.34,1,AA,1,<=.3,92
6.7,1,AA,1,<=.3,92
6.11,1,AA,2,<=.3,92
6.79,1,AA,2,>.3-<=.7,92
9.19,1,AA,2,>.3-<=.7,92
7.43,1,AA,1,>.3-<=.7,92
12.76,0,AA,1,<.7-1.0,92
15.01,1,AA,2,<.7-1.0,92
4.01,1,AA,1,<=.3,92
9.7,0,AA,2,>.3-<=.7,92
10.28,1,AA,1,<.7-1.0,92
2.83,1,AB,1,<=.3,93
3.95,1,AB,2,>.3-<=.7,93
3.71,1,AB,1,>.3-<=.7,93
2.96,1,AB,2,<=.3,93
4.64,1,AB,1,<.7-1.0,93
3,1,AB,2,>.3-<=.7,93
3.79,1,AB,1,>.3-<=.7,93
3.25,1,AB,2,>.3-<=.7,93
5.1,1,AB,1,<.7-1.0,93
6.68,1,AB,2,<.7-1.0,93
4.62,1,AB,2,<.7-1.0,93
3.92,1,AB,1,>.3-<=.7,93
6.97,1,AB,2,<.7-1.0,93
2.83,1,AB,2,<=.3,93
2.25,1,AB,1,<=.3,93
1.48,1,AB,1,<=.3,93
3.13,1,AA,2,>.3-<=.7,93
2.86,1,AA,1,<=.3,93
3.32,1,AA,1,>.3-<=.7,93
10.73,0,AA,2,<.7-1.0,93
3.46,1,AA,2,>.3-<=.7,93
2.05,1,AA,1,<=.3,93
2.36,1,AA,1,<=.3,93
3.6,1,AA,1,>.3-<=.7,93
5.25,1,AA,2,>.3-<=.7,93
1.96,1,AA,2,<=.3,93
4.65,1,AA,1,>.3-<=.7,93
8.81,1,AA,2,<.7-1.0,93
2.58,1,AA,2,<=.3,93
8.57,1,AA,1,<.7-1.0,93
6.72,1,AA,2,<.7-1.0,93
5.67,1,AA,1,<.7-1.0,93
2.34,1,AB,2,<=.3,94
2.14,1,AB,2,<=.3,94
2.4,1,AB,2,<=.3,94
3.06,1,AB,1,>.3-<=.7,94
4.7,1,AB,2,<.7-1.0,94
1.78,1,AB,1,<=.3,94
8.65,1,AB,1,<.7-1.0,94
2.43,1,AB,1,>.3-<=.7,94
7.13,1,AB,1,<.7-1.0,94
3.31,1,AB,1,>.3-<=.7,94
2.03,1,AB,1,<=.3,94
2.4,1,AB,2,<=.3,94
5.39,0,AB,2,<.7-1.0,94
3.84,1,AB,1,>.3-<=.7,94
3.12,1,AB,2,>.3-<=.7,94
5.1,1,AB,2,<.7-1.0,94
4.47,1,AA,2,<.7-1.0,94
1.61,1,AA,1,<=.3,94
1.2,1,AA,2,<=.3,94
2.31,1,AA,2,>.3-<=.7,94
1.44,1,AA,1,<=.3,94
2.3,1,AA,2,>.3-<=.7,94
3.61,1,AA,1,>.3-<=.7,94
8.39,1,AA,1,<.7-1.0,94
2.19,1,AA,1,>.3-<=.7,94
2.05,1,AA,2,<=.3,94
2.88,1,AA,1,>.3-<=.7,94
2.81,1,AA,2,>.3-<=.7,94
3.64,1,AA,1,<.7-1.0,94
4.05,1,AA,2,<.7-1.0,94
1.98,1,AA,1,<=.3,94
6.13,1,AA,2,<.7-1.0,94
4.18,1,AB,2,<.7-1.0,95
2.6,0,AB,2,>.3-<=.7,95
2.19,1,AB,2,<=.3,95
4.78,0,AB,1,<.7-1.0,95
4.11,1,AB,1,<.7-1.0,95
3.13,1,AB,1,>.3-<=.7,95
3.19,1,AB,2,>.3-<=.7,95
2.72,1,AB,2,>.3-<=.7,95
2.52,1,AB,1,<=.3,95
5.66,0,AB,1,<.7-1.0,95
2.3,0,AB,1,<=.3,95
2.39,1,AB,1,<=.3,95
3.08,1,AB,1,>.3-<=.7,95
2.39,1,AB,2,<=.3,95
9.69,1,AB,2,<.7-1.0,95
3.22,1,AB,2,>.3-<=.7,95
4.47,1,AA,1,<.7-1.0,95
4.3,1,AA,1,>.3-<=.7,95
1.59,1,AA,1,<=.3,95
4.67,1,AA,2,<.7-1.0,95
6.53,1,AA,2,<.7-1.0,95
3.31,0,AA,2,>.3-<=.7,95
1.99,1,AA,2,<=.3,95
8.9,0,AA,2,<.7-1.0,95
3.27,1,AA,2,>.3-<=.7,95
1.18,1,AA,1,<=.3,95
2,1,AA,1,<=.3,95
1.67,1,AA,2,<=.3,95
2.93,1,AA,2,>.3-<=.7,95
2.14,1,AA,1,>.3-<=.7,95
8.12,1,AA,1,<.7-1.0,95
3.68,1,AA,1,>.3-<=.7,95
6.77,0,AB,2,<.7-1.0,96
9.63,1,AB,2,<.7-1.0,96
3.46,1,AB,2,<.7-1.0,96
2.14,1,AB,1,>.3-<=.7,96
1.57,1,AB,1,<=.3,96
2.64,1,AB,1,>.3-<=.7,96
2.95,1,AB,1,<.7-1.0,96
2.72,1,AB,2,>.3-<=.7,96
1.74,1,AB,1,<=.3,96
2.76,1,AB,2,<.7-1.0,96
1.67,1,AB,1,<=.3,96
2.27,1,AB,2,>.3-<=.7,96
1.98,0,AB,2,<=.3,96
2.17,1,AB,1,>.3-<=.7,96
1.65,1,AB,1,<=.3,96
2.65,1,AB,2,>.3-<=.7,96
16.4,1,AA,1,<.7-1.0,96
10.65,0,AA,1,<.7-1.0,96
2.86,0,AA,2,>.3-<=.7,96
1.44,1,AA,1,<=.3,96
4.03,1,AA,2,<.7-1.0,96
3.82,1,AA,2,<.7-1.0,96
1.76,0,AA,2,>.3-<=.7,96
1.52,1,AA,2,<=.3,96
4.71,1,AA,1,<.7-1.0,96
1.3,0,AA,1,<=.3,96
2.48,0,AA,2,>.3-<=.7,96
1.51,0,AA,1,<=.3,96
1.67,1,AA,2,>.3-<=.7,96
1.55,0,AA,2,<=.3,96
1.79,0,AA,1,>.3-<=.7,96
1.81,1,AA,1,>.3-<=.7,96
2.92,1,AB,1,>.3-<=.7,97
7.96,0,AB,2,<.7-1.0,97
11.9,1,AB,1,<.7-1.0,97
2.83,0,AB,2,<=.3,97
3.18,0,AB,1,>.3-<=.7,97
2.67,0,AB,2,<=.3,97
7.77,1,AB,2,<.7-1.0,97
5.02,1,AB,2,>.3-<=.7,97
10.16,1,AB,2,<.7-1.0,97
18.31,1,AB,1,<.7-1.0,97
4.57,1,AB,1,>.3-<=.7,97
4.76,1,AB,2,>.3-<=.7,97
5.05,0,AB,1,>.3-<=.7,97
1.88,1,AB,1,<=.3,97
2,0,AB,1,<=.3,97
2.33,0,AB,2,<=.3,97
7.38,0,AA,1,<.7-1.0,97
8.36,0,AA,2,<.7-1.0,97
7.95,1,AA,1,<.7-1.0,97
4.02,1,AA,1,<=.3,97
5.83,1,AA,1,>.3-<=.7,97
5.44,1,AA,1,>.3-<=.7,97
3.9,1,AA,2,<=.3,97
4.43,0,AA,2,>.3-<=.7,97
2.04,1,AA,2,<=.3,97
8.13,1,AA,2,<.7-1.0,97
12.82,1,AA,2,<.7-1.0,97
2.09,1,AA,2,<=.3,97
6.96,1,AA,1,>.3-<=.7,97
5.63,1,AA,1,>.3-<=.7,97
2.26,1,AA,2,<=.3,97
4.16,1,AA,1,>.3-<=.7,97
2.52,1,AB,1,>.3-<=.7,98
1.67,1,AB,2,<=.3,98
2.65,1,AB,2,>.3-<=.7,98
1.18,1,AB,1,<=.3,98
2.83,1,AB,2,>.3-<=.7,98
3.73,1,AB,2,>.3-<=.7,98
5.07,1,AB,1,<.7-1.0,98
8.05,1,AB,1,<.7-1.0,98
3.56,1,AB,2,>.3-<=.7,98
2.29,1,AB,1,<=.3,98
11.62,1,AB,2,<.7-1.0,98
7.09,1,AB,1,<.7-1.0,98
2.27,1,AB,2,<=.3,98
4.21,1,AB,1,>.3-<=.7,98
6.91,0,AB,1,<.7-1.0,98
2.11,1,AB,2,<=.3,98
3.2,1,AA,2,>.3-<=.7,98
3.4,1,AA,1,>.3-<=.7,98
1.41,1,AA,2,<=.3,98
4.5,1,AA,1,>.3-<=.7,98
7.06,0,AA,1,<.7-1.0,98
2.42,1,AA,2,<=.3,98
5.71,1,AA,2,<.7-1.0,98
7.29,1,AA,2,<.7-1.0,98
2.35,1,AA,2,<=.3,98
11.59,0,AA,1,<.7-1.0,98
1.57,1,AA,1,<=.3,98
1.6,1,AA,1,<=.3,98
2.68,1,AA,1,>.3-<=.7,98
5.13,1,AA,2,>.3-<=.7,98
9.12,1,AA,2,<.7-1.0,98
4.94,1,AA,1,>.3-<=.7,98
10.84,1,AB,1,<.7-1.0,99
9.39,1,AB,1,<.7-1.0,99
6.37,1,AB,2,>.3-<=.7,99
7.63,1,AB,1,<.7-1.0,99
6.58,1,AB,1,<.7-1.0,99
6.56,1,AB,2,>.3-<=.7,99
3.92,1,AB,1,>.3-<=.7,99
3.55,1,AB,1,<=.3,99
3.69,1,AB,2,<=.3,99
3.62,1,AB,2,<=.3,99
3.26,1,AB,1,<=.3,99
5.79,1,AB,2,>.3-<=.7,99
4.67,1,AB,2,>.3-<=.7,99
11.2,0,AB,2,<.7-1.0,99
5.36,1,AB,2,>.3-<=.7,99
3.63,1,AB,1,<=.3,99
12.82,0,AA,2,<.7-1.0,99
2.75,1,AA,2,<=.3,99
9.21,1,AA,2,<.7-1.0,99
3.01,1,AA,2,<=.3,99
4.51,1,AA,2,>.3-<=.7,99
4.35,1,AA,1,>.3-<=.7,99
16.37,0,AA,2,<.7-1.0,99
2.27,1,AA,1,<=.3,99
3.38,0,AA,2,>.3-<=.7,99
2.73,1,AA,2,<=.3,99
13.99,0,AA,1,<.7-1.0,99
2.19,1,AA,1,<=.3,99
6.68,1,AA,1,<.7-1.0,99
3.4,1,AA,1,>.3-<=.7,99
4.49,1,AA,1,>.3-<=.7,99
5.56,0,AA,1,>.3-<=.7,99
