SubjNum,Age,Ethnicity,Sex,TargName,DistName,TargHalf,DistHalf,c.resp,Cond,TargStrength,Resp,acc,RT,Conf
1,20,african american,male,40.jpg,57.jpg,1,2,1,AB,1,2,0,4.22,2
1,20,african american,male,123.jpg,4.jpg,1,2,1,AB,1,2,0,3.22,3
1,20,african american,male,112.jpg,6.jpg,2,1,2,AB,1,2,1,3.3,3
1,20,african american,male,142.jpg,115.jpg,2,1,1,AB,1,2,0,1.27,3
1,20,african american,male,50.jpg,97.jpg,1,2,2,AB,1,2,1,1.92,3
1,20,african american,male,134.jpg,134.jpg,1,2,2,AA,2,2,1,2.3,3
1,20,african american,male,108.jpg,108.jpg,1,2,2,AA,2,2,1,3.2,2
1,20,african american,male,128.jpg,49.jpg,1,2,2,AB,2,2,1,2.06,3
1,20,african american,male,93.jpg,27.jpg,1,2,1,AB,2,1,1,3.01,3
1,20,african american,male,66.jpg,66.jpg,2,1,1,AA,1,1,1,3.07,2
1,20,african american,male,143.jpg,143.jpg,2,1,2,AA,1,2,1,2.25,2
1,20,african american,male,95.jpg,95.jpg,2,1,1,AA,2,1,1,2.43,2
1,20,african american,male,16.jpg,105.jpg,2,1,1,AB,2,1,1,2.56,3
1,20,african american,male,8.jpg,8.jpg,1,2,1,AA,2,2,0,3.11,2
1,20,african american,male,127.jpg,127.jpg,1,2,2,AA,2,1,0,2.22,3
1,20,african american,male,130.jpg,130.jpg,2,1,2,AA,1,1,0,3.62,2
1,20,african american,male,67.jpg,98.jpg,2,1,1,AB,2,1,1,1.83,3
1,20,african american,male,21.jpg,29.jpg,2,1,2,AB,2,1,0,2.67,3
1,20,african american,male,45.jpg,31.jpg,2,1,2,AB,2,2,1,2.74,3
1,20,african american,male,110.jpg,84.jpg,1,2,2,AB,1,1,0,1.8,3
1,20,african american,male,131.jpg,132.jpg,1,2,1,AB,2,1,1,1.85,3
1,20,african american,male,107.jpg,48.jpg,1,2,1,AB,2,1,1,3.16,3
1,20,african american,male,71.jpg,71.jpg,1,2,1,AA,2,2,0,2.93,2
1,20,african american,male,129.jpg,74.jpg,2,1,1,AB,2,1,1,2.98,3
1,20,african american,male,42.jpg,42.jpg,1,2,2,AA,1,2,1,1.4,3
1,20,african american,male,22.jpg,22.jpg,1,2,1,AA,1,1,1,2.36,2
1,20,african american,male,114.jpg,114.jpg,2,1,1,AA,2,1,1,2.35,3
1,20,african american,male,23.jpg,104.jpg,2,1,1,AB,1,1,1,4.01,2
1,20,african american,male,52.jpg,30.jpg,2,1,2,AB,1,1,0,2.37,3
1,20,african american,male,72.jpg,124.jpg,2,1,2,AB,1,2,1,3.32,3
1,20,african american,male,139.jpg,136.jpg,2,1,1,AB,2,1,1,3.7,2
1,20,african american,male,39.jpg,102.jpg,1,2,1,AB,1,1,1,3.18,2
1,20,african american,male,78.jpg,78.jpg,1,2,1,AA,1,1,1,2.22,3
1,20,african american,male,63.jpg,63.jpg,2,1,2,AA,2,2,1,3.73,2
1,20,african american,male,96.jpg,121.jpg,2,1,2,AB,1,2,1,4.34,2
1,20,african american,male,82.jpg,82.jpg,2,1,1,AA,1,1,1,4.36,2
1,20,african american,male,80.jpg,80.jpg,1,2,2,AA,2,2,1,2.64,3
1,20,african american,male,32.jpg,1.jpg,1,2,2,AB,2,2,1,2.7,3
1,20,african american,male,135.jpg,135.jpg,2,1,2,AA,2,2,1,2.75,2
1,20,african american,male,20.jpg,20.jpg,1,2,1,AA,2,1,1,3.03,3
1,20,african american,male,33.jpg,33.jpg,1,2,2,AA,1,1,0,2.72,2
1,20,african american,male,140.jpg,140.jpg,2,1,1,AA,2,2,0,3.42,2
1,20,african american,male,94.jpg,94.jpg,2,1,2,AA,2,2,1,1.71,3
1,20,african american,male,101.jpg,85.jpg,1,2,2,AB,2,2,1,3.64,2
1,20,african american,male,120.jpg,60.jpg,2,1,2,AB,2,2,1,3.34,2
1,20,african american,male,111.jpg,111.jpg,2,1,1,AA,1,1,1,2.89,2
1,20,african american,male,77.jpg,77.jpg,1,2,2,AA,1,2,1,2.69,3
1,20,african american,male,118.jpg,133.jpg,2,1,1,AB,1,1,1,3.86,3
1,20,african american,male,137.jpg,125.jpg,2,1,2,AB,2,2,1,1.85,3
1,20,african american,male,2.jpg,41.jpg,1,2,2,AB,1,1,0,2.69,2
1,20,african american,male,53.jpg,53.jpg,2,1,1,AA,1,1,1,3.32,2
1,20,african american,male,117.jpg,117.jpg,1,2,2,AA,1,1,0,2.45,2
1,20,african american,male,13.jpg,13.jpg,2,1,2,AA,1,1,0,3.43,2
1,20,african american,male,19.jpg,19.jpg,2,1,2,AA,2,1,0,3.4,2
1,20,african american,male,89.jpg,58.jpg,1,2,1,AB,2,2,0,3.83,2
1,20,african american,male,51.jpg,62.jpg,2,1,2,AB,1,2,1,2.07,2
1,20,african american,male,56.jpg,56.jpg,1,2,2,AA,1,2,1,3.57,2
1,20,african american,male,86.jpg,86.jpg,1,2,1,AA,1,2,0,2.97,2
1,20,african american,male,11.jpg,38.jpg,2,1,1,AB,1,1,1,3.93,2
1,20,african american,male,88.jpg,28.jpg,2,1,1,AB,2,1,1,3.95,2
1,20,african american,male,26.jpg,64.jpg,1,2,2,AB,2,2,1,2.36,2
1,20,african american,male,116.jpg,116.jpg,2,1,1,AA,1,2,0,3.17,2
1,20,african american,male,15.jpg,92.jpg,2,1,2,AB,2,1,0,3.31,2
1,20,african american,male,17.jpg,17.jpg,1,2,2,AA,2,2,1,3.38,2
1,20,african american,male,83.jpg,99.jpg,1,2,1,AB,1,2,0,2.84,2
1,20,african american,male,59.jpg,59.jpg,1,2,1,AA,2,2,0,2.43,3
1,20,african american,male,69.jpg,69.jpg,1,2,1,AA,1,2,0,2.15,3
1,20,african american,male,106.jpg,109.jpg,2,1,1,AB,1,1,1,2.23,2
1,20,african american,male,75.jpg,37.jpg,1,2,2,AB,2,2,1,0.94,3
1,20,african american,male,5.jpg,103.jpg,1,2,2,AB,1,2,1,2.27,3
1,20,african american,male,70.jpg,141.jpg,1,2,1,AB,2,2,0,2.62,2
1,20,african american,male,119.jpg,119.jpg,1,2,1,AA,2,1,1,2.03,2
1,20,african american,male,61.jpg,144.jpg,1,2,1,AB,1,1,1,2.49,2
1,20,african american,male,76.jpg,87.jpg,1,2,1,AB,2,2,0,1.7,3
1,20,african american,male,25.jpg,25.jpg,1,2,1,AA,1,2,0,2.87,2
1,20,african american,male,12.jpg,12.jpg,1,2,1,AA,1,1,1,2.4,2
1,20,african american,male,43.jpg,126.jpg,2,1,1,AB,2,1,1,1.56,3
1,20,african american,male,73.jpg,73.jpg,2,1,1,AA,2,1,1,2.04,2
1,20,african american,male,54.jpg,54.jpg,2,1,1,AA,2,2,0,2.34,2
1,20,african american,male,34.jpg,81.jpg,2,1,2,AB,2,1,0,1.84,2
1,20,african american,male,7.jpg,18.jpg,1,2,2,AB,1,2,1,3.08,2
1,20,african american,male,24.jpg,90.jpg,1,2,1,AB,1,2,0,1.71,2
1,20,african american,male,55.jpg,14.jpg,1,2,2,AB,2,2,1,2.74,2
1,20,african american,male,35.jpg,35.jpg,2,1,2,AA,1,2,1,1.96,2
1,20,african american,male,138.jpg,9.jpg,1,2,2,AB,1,1,0,2.17,2
1,20,african american,male,3.jpg,3.jpg,1,2,2,AA,1,2,1,2.33,3
1,20,african american,male,91.jpg,91.jpg,2,1,2,AA,1,1,0,2.66,2
1,20,african american,male,100.jpg,100.jpg,2,1,1,AA,1,2,0,2.97,2
1,20,african american,male,122.jpg,122.jpg,2,1,2,AA,2,2,1,1.57,3
1,20,african american,male,113.jpg,36.jpg,2,1,2,AB,1,1,0,3.02,2
1,20,african american,male,10.jpg,10.jpg,2,1,1,AA,2,2,0,3.2,2
1,20,african american,male,79.jpg,79.jpg,2,1,2,AA,1,2,1,2.78,2
1,20,african american,male,44.jpg,44.jpg,2,1,2,AA,2,2,1,1.93,2
1,20,african american,male,68.jpg,68.jpg,1,2,1,AA,2,2,0,1.71,2
1,20,african american,male,47.jpg,47.jpg,1,2,2,AA,2,2,1,2.23,3
10,19,Asian American,Female,62.jpg,143.jpg,2,1,2,AB,2,2,1,1.91,2
10,19,Asian American,Female,9.jpg,9.jpg,2,1,1,AA,1,1,1,2.12,1
10,19,Asian American,Female,18.jpg,18.jpg,2,1,1,AA,2,1,1,2.01,2
10,19,Asian American,Female,126.jpg,126.jpg,2,1,1,AA,1,1,1,1.82,1
10,19,Asian American,Female,101.jpg,101.jpg,2,1,2,AA,2,2,1,1.84,1
10,19,Asian American,Female,73.jpg,98.jpg,1,2,2,AB,2,1,0,1.2,2
10,19,Asian American,Female,93.jpg,93.jpg,1,2,2,AA,1,2,1,1.64,3
10,19,Asian American,Female,110.jpg,110.jpg,2,1,1,AA,2,2,0,1.38,2
10,19,Asian American,Female,121.jpg,44.jpg,1,2,2,AB,1,2,1,1.46,2
10,19,Asian American,Female,111.jpg,6.jpg,2,1,2,AB,1,1,0,0.97,3
10,19,Asian American,Female,112.jpg,112.jpg,2,1,1,AA,1,1,1,2.84,2
10,19,Asian American,Female,89.jpg,89.jpg,1,2,1,AA,1,2,0,1.68,2
10,19,Asian American,Female,61.jpg,42.jpg,1,2,1,AB,2,1,1,0.88,3
10,19,Asian American,Female,51.jpg,17.jpg,1,2,2,AB,1,2,1,2.16,2
10,19,Asian American,Female,108.jpg,38.jpg,1,2,1,AB,1,1,1,1.95,1
10,19,Asian American,Female,144.jpg,144.jpg,1,2,2,AA,2,2,1,1.07,3
10,19,Asian American,Female,70.jpg,20.jpg,1,2,2,AB,2,2,1,1.16,3
10,19,Asian American,Female,5.jpg,15.jpg,2,1,1,AB,1,2,0,2.08,2
10,19,Asian American,Female,53.jpg,125.jpg,2,1,2,AB,2,1,0,1.32,3
10,19,Asian American,Female,48.jpg,133.jpg,2,1,1,AB,1,1,1,1.44,2
10,19,Asian American,Female,56.jpg,119.jpg,1,2,1,AB,1,2,0,2.18,2
10,19,Asian American,Female,43.jpg,43.jpg,1,2,2,AA,1,2,1,2.01,1
10,19,Asian American,Female,45.jpg,95.jpg,2,1,1,AB,1,1,1,0.92,3
10,19,Asian American,Female,35.jpg,35.jpg,1,2,2,AA,1,2,1,1.47,2
10,19,Asian American,Female,107.jpg,76.jpg,2,1,1,AB,1,2,0,1.57,1
10,19,Asian American,Female,118.jpg,88.jpg,1,2,2,AB,1,1,0,2.58,1
10,19,Asian American,Female,124.jpg,124.jpg,2,1,1,AA,1,1,1,1.88,1
10,19,Asian American,Female,41.jpg,41.jpg,1,2,1,AA,2,2,0,0.89,3
10,19,Asian American,Female,82.jpg,137.jpg,2,1,2,AB,2,2,1,1.07,3
10,19,Asian American,Female,68.jpg,92.jpg,2,1,2,AB,2,1,0,3.03,1
10,19,Asian American,Female,65.jpg,79.jpg,1,2,2,AB,1,1,0,1.27,1
10,19,Asian American,Female,77.jpg,86.jpg,2,1,1,AB,2,1,1,0.94,3
10,19,Asian American,Female,84.jpg,72.jpg,1,2,1,AB,2,1,1,0.94,3
10,19,Asian American,Female,140.jpg,139.jpg,2,1,2,AB,1,2,1,1.46,1
10,19,Asian American,Female,102.jpg,19.jpg,1,2,1,AB,1,2,0,1.49,1
10,19,Asian American,Female,127.jpg,127.jpg,1,2,1,AA,2,1,1,1.68,2
10,19,Asian American,Female,69.jpg,69.jpg,1,2,2,AA,1,2,1,2.99,1
10,19,Asian American,Female,23.jpg,23.jpg,2,1,1,AA,1,1,1,1.31,1
10,19,Asian American,Female,31.jpg,31.jpg,2,1,2,AA,1,2,1,2.45,1
10,19,Asian American,Female,99.jpg,64.jpg,2,1,1,AB,1,1,1,1.36,1
10,19,Asian American,Female,83.jpg,83.jpg,2,1,2,AA,1,2,1,1.98,1
10,19,Asian American,Female,66.jpg,66.jpg,1,2,2,AA,1,1,0,2.07,1
10,19,Asian American,Female,22.jpg,22.jpg,1,2,2,AA,2,2,1,1.2,3
10,19,Asian American,Female,54.jpg,54.jpg,1,2,2,AA,2,2,1,1.54,3
10,19,Asian American,Female,134.jpg,134.jpg,2,1,2,AA,1,2,1,2.32,1
10,19,Asian American,Female,80.jpg,80.jpg,2,1,2,AA,2,2,1,0.82,3
10,19,Asian American,Female,122.jpg,122.jpg,1,2,1,AA,1,1,1,1.81,1
10,19,Asian American,Female,141.jpg,52.jpg,1,2,1,AB,2,1,1,1.58,3
10,19,Asian American,Female,138.jpg,138.jpg,2,1,1,AA,2,1,1,2.04,1
10,19,Asian American,Female,3.jpg,34.jpg,2,1,2,AB,1,1,0,2.57,2
10,19,Asian American,Female,114.jpg,74.jpg,2,1,1,AB,2,2,0,1.2,3
10,19,Asian American,Female,129.jpg,129.jpg,2,1,2,AA,2,2,1,1.73,2
10,19,Asian American,Female,104.jpg,136.jpg,2,1,2,AB,1,2,1,1.85,1
10,19,Asian American,Female,8.jpg,33.jpg,2,1,2,AB,2,1,0,1.11,1
10,19,Asian American,Female,7.jpg,58.jpg,1,2,1,AB,1,2,0,1.73,2
10,19,Asian American,Female,27.jpg,27.jpg,1,2,2,AA,1,1,0,1.71,1
10,19,Asian American,Female,47.jpg,47.jpg,2,1,2,AA,1,1,0,1.25,1
10,19,Asian American,Female,1.jpg,1.jpg,1,2,1,AA,2,1,1,1.91,1
10,19,Asian American,Female,50.jpg,50.jpg,1,2,1,AA,1,1,1,1.82,1
10,19,Asian American,Female,71.jpg,71.jpg,2,1,2,AA,1,2,1,1.55,2
10,19,Asian American,Female,11.jpg,28.jpg,1,2,1,AB,1,2,0,2.06,1
10,19,Asian American,Female,75.jpg,4.jpg,2,1,1,AB,2,1,1,2.01,1
10,19,Asian American,Female,63.jpg,87.jpg,1,2,1,AB,1,1,1,1.03,1
10,19,Asian American,Female,57.jpg,57.jpg,1,2,1,AA,1,2,0,2.43,1
10,19,Asian American,Female,30.jpg,30.jpg,2,1,2,AA,2,2,1,1.32,1
10,19,Asian American,Female,105.jpg,105.jpg,2,1,1,AA,1,2,0,1.88,2
10,19,Asian American,Female,135.jpg,135.jpg,1,2,1,AA,2,2,0,1.51,1
10,19,Asian American,Female,60.jpg,96.jpg,1,2,1,AB,2,1,1,1.61,1
10,19,Asian American,Female,97.jpg,115.jpg,1,2,1,AB,2,2,0,1.31,2
10,19,Asian American,Female,94.jpg,40.jpg,1,2,2,AB,2,2,1,2.08,3
10,19,Asian American,Female,12.jpg,24.jpg,1,2,1,AB,2,1,1,2.39,3
10,19,Asian American,Female,109.jpg,81.jpg,1,2,2,AB,1,2,1,2.1,1
10,19,Asian American,Female,37.jpg,37.jpg,2,1,2,AA,1,2,1,1.62,1
10,19,Asian American,Female,21.jpg,21.jpg,1,2,2,AA,2,2,1,2.05,1
10,19,Asian American,Female,142.jpg,142.jpg,2,1,1,AA,2,1,1,1.86,3
10,19,Asian American,Female,106.jpg,25.jpg,1,2,2,AB,2,1,0,1.84,1
10,19,Asian American,Female,116.jpg,100.jpg,2,1,2,AB,1,2,1,2.41,3
10,19,Asian American,Female,55.jpg,55.jpg,1,2,2,AA,2,2,1,1.42,1
10,19,Asian American,Female,13.jpg,113.jpg,2,1,1,AB,2,1,1,1.01,1
10,19,Asian American,Female,123.jpg,123.jpg,2,1,1,AA,2,1,1,1.34,3
10,19,Asian American,Female,36.jpg,46.jpg,1,2,2,AB,2,2,1,1.02,3
10,19,Asian American,Female,10.jpg,10.jpg,2,1,2,AA,2,2,1,2.39,1
10,19,Asian American,Female,29.jpg,29.jpg,2,1,2,AA,2,2,1,1.25,3
10,19,Asian American,Female,32.jpg,32.jpg,1,2,1,AA,1,2,0,2.31,1
10,19,Asian American,Female,85.jpg,78.jpg,2,1,1,AB,2,1,1,1.54,3
10,19,Asian American,Female,90.jpg,90.jpg,1,2,1,AA,2,2,0,1,2
10,19,Asian American,Female,130.jpg,130.jpg,1,2,2,AA,2,2,1,1.57,2
10,19,Asian American,Female,132.jpg,131.jpg,2,1,1,AB,2,2,0,1.52,2
10,19,Asian American,Female,26.jpg,2.jpg,2,1,1,AB,1,1,1,0.98,3
10,19,Asian American,Female,117.jpg,117.jpg,1,2,1,AA,2,2,0,2.45,1
10,19,Asian American,Female,128.jpg,59.jpg,2,1,2,AB,2,2,1,1.76,2
10,19,Asian American,Female,103.jpg,120.jpg,1,2,2,AB,1,1,0,1.47,1
10,19,Asian American,Female,91.jpg,91.jpg,1,2,1,AA,1,2,0,1.25,1
10,19,Asian American,Female,67.jpg,67.jpg,2,1,1,AA,2,1,1,3.45,2
10,19,Asian American,Female,39.jpg,49.jpg,2,1,2,AB,1,2,1,1.55,1
11,19,Hispanic/Latino,female,26.jpg,26.jpg,1,2,2,AA,2,2,1,2.23,3
11,19,Hispanic/Latino,female,121.jpg,121.jpg,1,2,1,AA,2,1,1,1.29,3
11,19,Hispanic/Latino,female,113.jpg,113.jpg,1,2,2,AA,1,1,0,1.21,2
11,19,Hispanic/Latino,female,29.jpg,14.jpg,2,1,1,AB,1,1,1,1.54,3
11,19,Hispanic/Latino,female,60.jpg,136.jpg,2,1,1,AB,2,1,1,1.85,3
11,19,Hispanic/Latino,female,31.jpg,87.jpg,1,2,2,AB,1,2,1,1.7,1
11,19,Hispanic/Latino,female,129.jpg,129.jpg,2,1,1,AA,1,1,1,1.29,2
11,19,Hispanic/Latino,female,94.jpg,73.jpg,2,1,1,AB,1,1,1,0.93,3
11,19,Hispanic/Latino,female,131.jpg,131.jpg,2,1,2,AA,1,1,0,1.91,1
11,19,Hispanic/Latino,female,69.jpg,69.jpg,1,2,1,AA,1,2,0,2.56,2
11,19,Hispanic/Latino,female,5.jpg,5.jpg,1,2,1,AA,1,1,1,1.23,3
11,19,Hispanic/Latino,female,65.jpg,65.jpg,1,2,1,AA,1,1,1,3.07,1
11,19,Hispanic/Latino,female,33.jpg,10.jpg,1,2,1,AB,2,1,1,1.9,3
11,19,Hispanic/Latino,female,77.jpg,58.jpg,1,2,2,AB,2,2,1,0.86,3
11,19,Hispanic/Latino,female,41.jpg,101.jpg,1,2,2,AB,2,2,1,1.99,2
11,19,Hispanic/Latino,female,95.jpg,106.jpg,1,2,1,AB,2,1,1,1.77,3
11,19,Hispanic/Latino,female,133.jpg,11.jpg,1,2,1,AB,1,2,0,1.12,1
11,19,Hispanic/Latino,female,63.jpg,144.jpg,2,1,2,AB,1,2,1,2.75,2
11,19,Hispanic/Latino,female,75.jpg,48.jpg,2,1,2,AB,2,2,1,1.64,3
11,19,Hispanic/Latino,female,111.jpg,8.jpg,1,2,1,AB,2,1,1,1.91,3
11,19,Hispanic/Latino,female,140.jpg,140.jpg,2,1,1,AA,1,1,1,2.35,1
11,19,Hispanic/Latino,female,62.jpg,62.jpg,2,1,1,AA,2,1,1,1.02,3
11,19,Hispanic/Latino,female,22.jpg,49.jpg,1,2,1,AB,1,2,0,2.1,2
11,19,Hispanic/Latino,female,4.jpg,2.jpg,1,2,1,AB,2,1,1,1.59,2
11,19,Hispanic/Latino,female,97.jpg,53.jpg,1,2,2,AB,2,2,1,1.72,3
11,19,Hispanic/Latino,female,46.jpg,86.jpg,1,2,1,AB,2,1,1,1.44,3
11,19,Hispanic/Latino,female,85.jpg,85.jpg,2,1,1,AA,1,1,1,2.21,1
11,19,Hispanic/Latino,female,143.jpg,143.jpg,1,2,2,AA,1,1,0,1.47,2
11,19,Hispanic/Latino,female,64.jpg,64.jpg,1,2,2,AA,2,2,1,2.12,2
11,19,Hispanic/Latino,female,57.jpg,57.jpg,2,1,2,AA,2,2,1,2.06,3
11,19,Hispanic/Latino,female,110.jpg,54.jpg,1,2,2,AB,1,2,1,2.69,2
11,19,Hispanic/Latino,female,70.jpg,70.jpg,1,2,2,AA,1,1,0,2.41,1
11,19,Hispanic/Latino,female,108.jpg,39.jpg,2,1,2,AB,2,1,0,1.8,2
11,19,Hispanic/Latino,female,116.jpg,116.jpg,2,1,2,AA,1,2,1,1.9,3
11,19,Hispanic/Latino,female,12.jpg,127.jpg,2,1,2,AB,2,2,1,2.46,3
11,19,Hispanic/Latino,female,59.jpg,59.jpg,1,2,2,AA,2,2,1,1.83,2
11,19,Hispanic/Latino,female,47.jpg,47.jpg,2,1,1,AA,2,1,1,1.45,3
11,19,Hispanic/Latino,female,122.jpg,122.jpg,1,2,1,AA,1,1,1,2.34,2
11,19,Hispanic/Latino,female,117.jpg,117.jpg,2,1,1,AA,2,1,1,2.04,2
11,19,Hispanic/Latino,female,25.jpg,25.jpg,2,1,2,AA,2,2,1,2.32,2
11,19,Hispanic/Latino,female,112.jpg,114.jpg,2,1,1,AB,1,1,1,1.84,3
11,19,Hispanic/Latino,female,137.jpg,137.jpg,1,2,1,AA,2,1,1,2.13,2
11,19,Hispanic/Latino,female,56.jpg,56.jpg,2,1,2,AA,2,1,0,2.62,2
11,19,Hispanic/Latino,female,134.jpg,17.jpg,1,2,1,AB,2,1,1,1.41,3
11,19,Hispanic/Latino,female,105.jpg,16.jpg,2,1,1,AB,1,1,1,1.22,3
11,19,Hispanic/Latino,female,32.jpg,89.jpg,1,2,2,AB,1,2,1,3.05,2
11,19,Hispanic/Latino,female,119.jpg,68.jpg,2,1,1,AB,2,1,1,1.12,3
11,19,Hispanic/Latino,female,38.jpg,38.jpg,1,2,2,AA,2,2,1,1.99,3
11,19,Hispanic/Latino,female,79.jpg,92.jpg,2,1,1,AB,1,1,1,3.09,1
11,19,Hispanic/Latino,female,19.jpg,19.jpg,1,2,2,AA,1,2,1,1.7,3
11,19,Hispanic/Latino,female,81.jpg,37.jpg,2,1,2,AB,1,2,1,1.26,3
11,19,Hispanic/Latino,female,128.jpg,80.jpg,1,2,2,AB,1,2,1,1.5,2
11,19,Hispanic/Latino,female,55.jpg,55.jpg,1,2,1,AA,2,1,1,3.03,2
11,19,Hispanic/Latino,female,7.jpg,7.jpg,2,1,2,AA,2,2,1,4.35,2
11,19,Hispanic/Latino,female,52.jpg,1.jpg,1,2,2,AB,1,1,0,3.16,2
11,19,Hispanic/Latino,female,43.jpg,99.jpg,2,1,2,AB,1,2,1,3.86,1
11,19,Hispanic/Latino,female,51.jpg,51.jpg,2,1,1,AA,2,1,1,1.52,3
11,19,Hispanic/Latino,female,61.jpg,78.jpg,2,1,2,AB,2,2,1,1.82,2
11,19,Hispanic/Latino,female,45.jpg,45.jpg,1,2,1,AA,1,1,1,1.2,3
11,19,Hispanic/Latino,female,124.jpg,124.jpg,1,2,1,AA,2,1,1,1.21,3
11,19,Hispanic/Latino,female,107.jpg,138.jpg,1,2,1,AB,1,1,1,2.4,3
11,19,Hispanic/Latino,female,96.jpg,23.jpg,2,1,2,AB,2,2,1,2.44,2
11,19,Hispanic/Latino,female,102.jpg,21.jpg,2,1,1,AB,2,1,1,0.99,3
11,19,Hispanic/Latino,female,120.jpg,120.jpg,2,1,1,AA,2,1,1,2.19,2
11,19,Hispanic/Latino,female,88.jpg,109.jpg,2,1,2,AB,1,2,1,2.02,3
11,19,Hispanic/Latino,female,35.jpg,125.jpg,1,2,1,AB,1,2,0,2.01,3
11,19,Hispanic/Latino,female,67.jpg,67.jpg,1,2,2,AA,2,2,1,1.26,3
11,19,Hispanic/Latino,female,74.jpg,91.jpg,2,1,2,AB,1,2,1,1.52,3
11,19,Hispanic/Latino,female,139.jpg,27.jpg,1,2,2,AB,1,2,1,1.65,3
11,19,Hispanic/Latino,female,115.jpg,115.jpg,1,2,2,AA,1,2,1,2.61,2
11,19,Hispanic/Latino,female,93.jpg,93.jpg,2,1,2,AA,2,2,1,1.9,3
11,19,Hispanic/Latino,female,18.jpg,18.jpg,2,1,1,AA,1,1,1,1.02,3
11,19,Hispanic/Latino,female,34.jpg,34.jpg,2,1,2,AA,1,2,1,2.88,2
11,19,Hispanic/Latino,female,50.jpg,50.jpg,1,2,2,AA,2,2,1,1.91,3
11,19,Hispanic/Latino,female,84.jpg,84.jpg,2,1,2,AA,1,2,1,2.14,3
11,19,Hispanic/Latino,female,13.jpg,13.jpg,2,1,1,AA,1,1,1,1.38,3
11,19,Hispanic/Latino,female,15.jpg,135.jpg,1,2,2,AB,2,2,1,2.21,3
11,19,Hispanic/Latino,female,132.jpg,132.jpg,1,2,1,AA,2,1,1,2.69,2
11,19,Hispanic/Latino,female,6.jpg,118.jpg,2,1,1,AB,2,1,1,1.57,3
11,19,Hispanic/Latino,female,36.jpg,142.jpg,2,1,1,AB,2,1,1,2.47,3
11,19,Hispanic/Latino,female,20.jpg,42.jpg,1,2,2,AB,2,2,1,1.5,3
11,19,Hispanic/Latino,female,141.jpg,126.jpg,1,2,2,AB,2,2,1,1.71,3
11,19,Hispanic/Latino,female,9.jpg,9.jpg,2,1,1,AA,2,1,1,1.68,2
11,19,Hispanic/Latino,female,72.jpg,72.jpg,1,2,1,AA,1,1,1,2.97,2
11,19,Hispanic/Latino,female,90.jpg,90.jpg,2,1,1,AA,1,2,0,3.54,2
11,19,Hispanic/Latino,female,82.jpg,100.jpg,1,2,1,AB,1,1,1,3.33,2
11,19,Hispanic/Latino,female,3.jpg,123.jpg,2,1,1,AB,2,1,1,2.7,3
11,19,Hispanic/Latino,female,71.jpg,76.jpg,1,2,1,AB,1,1,1,1.81,3
11,19,Hispanic/Latino,female,98.jpg,98.jpg,1,2,2,AA,1,2,1,2.37,1
11,19,Hispanic/Latino,female,130.jpg,130.jpg,2,1,2,AA,1,1,0,1.92,2
11,19,Hispanic/Latino,female,28.jpg,44.jpg,2,1,1,AB,1,2,0,2.74,1
11,19,Hispanic/Latino,female,103.jpg,66.jpg,2,1,2,AB,2,2,1,2.87,3
11,19,Hispanic/Latino,female,24.jpg,24.jpg,1,2,1,AA,2,1,1,1.45,3
11,19,Hispanic/Latino,female,83.jpg,104.jpg,2,1,2,AB,1,2,1,2.81,1
11,19,Hispanic/Latino,female,30.jpg,30.jpg,2,1,2,AA,2,2,1,1.68,3
12,18,South Sudanese-American,Female,139.jpg,139.jpg,1,2,2,AA,2,2,1,1.83,3
12,18,South Sudanese-American,Female,58.jpg,58.jpg,1,2,2,AA,1,2,1,2.32,3
12,18,South Sudanese-American,Female,22.jpg,43.jpg,2,1,2,AB,2,2,1,2.4,2
12,18,South Sudanese-American,Female,117.jpg,117.jpg,2,1,2,AA,1,2,1,2.54,1
12,18,South Sudanese-American,Female,83.jpg,83.jpg,2,1,2,AA,1,2,1,2.28,2
12,18,South Sudanese-American,Female,25.jpg,25.jpg,1,2,1,AA,2,1,1,2.02,2
12,18,South Sudanese-American,Female,67.jpg,19.jpg,2,1,1,AB,1,1,1,3.06,2
12,18,South Sudanese-American,Female,44.jpg,111.jpg,1,2,1,AB,2,1,1,2.94,1
12,18,South Sudanese-American,Female,41.jpg,55.jpg,1,2,1,AB,2,2,0,2.88,1
12,18,South Sudanese-American,Female,34.jpg,129.jpg,1,2,2,AB,1,2,1,2.2,3
12,18,South Sudanese-American,Female,51.jpg,2.jpg,1,2,1,AB,2,1,1,2.15,3
12,18,South Sudanese-American,Female,107.jpg,138.jpg,2,1,2,AB,2,2,1,2.06,3
12,18,South Sudanese-American,Female,54.jpg,54.jpg,1,2,2,AA,1,2,1,1.67,3
12,18,South Sudanese-American,Female,63.jpg,63.jpg,2,1,2,AA,1,1,0,2.71,1
12,18,South Sudanese-American,Female,45.jpg,45.jpg,1,2,1,AA,2,1,1,1.06,3
12,18,South Sudanese-American,Female,7.jpg,7.jpg,1,2,1,AA,1,1,1,1.88,3
12,18,South Sudanese-American,Female,134.jpg,134.jpg,2,1,1,AA,2,1,1,2.45,3
12,18,South Sudanese-American,Female,121.jpg,87.jpg,2,1,2,AB,1,2,1,2.4,3
12,18,South Sudanese-American,Female,116.jpg,3.jpg,2,1,1,AB,2,1,1,2.93,3
12,18,South Sudanese-American,Female,93.jpg,135.jpg,1,2,2,AB,2,2,1,1.99,3
